"(Verknüpfung)
Identifier | Nr.",RISM ID no.,WVZ-Nr.,"Titel (normiert, nach MGG)",Bestandeshaltende Institution,"Signatur, neu","Signatur, vormalig",Besitzervermerk (intern),Ausgabeform (Typ),Funktion,Übergeordnete Quelle,Untergeordnete Quelle,RISM-Nr. der übergeordneten Quelle,Titelei Umschlag und/oder Titelblatt (diplomatisch),Schreiber Titelei,Kopftitel,Schreiber Kopftitel,Besetzung (normiert),Tempoangabe (normiert),Metronomangabe,Sprachcode,Text-Incipit (diplomatisch),Widmung (diplomatisch),Datierung (diplomatisch),Datierung (maschinenlesbar),Ort (normiert),GND-Nr. Ort,Schrift (fremde Hand und Liszt),Umfang,Papiermaß,Wasserzeichen (intern),Verlag (normiert),Bezug zu Druck: Verlags-GND-Nr.,Bezug zu Druck: Plattennr.,Provenienz Station 1,Provenienz Station 2,Provenienz Station 3,Provenienz Station 4,Datierung ermittelt (maschinenlesbar),Ort ermittelt (normiert),Ort ermittelt GND-Nr.,Beschreibung physischer Merkmale / Zustand der Quelle (intern), Inhalt (interner Vermerk),"Notizen zur Quelle (vormals ""Beschreibung"", bleibt intern)",Kommentar zur Quelle (intern),Kommentar intern / Fragen (interne Kommunikation),Digitalisat,Bearbeiter,"Weiterführende Informationen (Ausgaben, Permalinks etc.) (intern)",Ausgabeform,Quellenautorität (für die Abbildung der Reiterstruktur in der Datenbank)
,,???,Oh pourquoi donc,D-B,N. Mus. ms. 318,,[Alice Samter 120491869],Partitur,,,,,,,,,"Singst, Kl",A piacere. Piuttosto animato,,Französisch,Oh pourquoi donc lorsq'à leurs routes,respectueux hommage | au gracieux Poète | par le musicien disgracié | F. Liszt,,,,,"zS (schwarze Tinte), Liszt (schwarze Tinte)","2 Blatt zu 1 Bogen, 4 Seiten Notentext)","Querformat, ca. 114 x 205 mm, 6 Notenzelen, gedruckt (verzierter grüner Rahmen)",,,,,,,,,,,,"Papier wurde zweimal in der Mitte gefaltet (""Bucheinbandfaltung"").",,Saubere Abschrift von fremder Hand (evtl. von der Textdichterin?) auf gedrucktem Papier mit kunstvoll verziertem grünen Rahmen). Liszt strich die Autorennennung am Ende der Abschrift und setzte eigenhändig Widmung und Unterschrift hinzu.,,"Widmung: ""Poète ist unterstrichen; rechts neben Tempobezeichnung von zS (schwarze Tinte) notiert: """"Texte de Made Pavloff."""", 
[Karolina K. Pavlovna 118739700]""",https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN1003415970&PHYSID=PHYS_0001,DTie,,,
,,R 380,Ad nos ad salutarem,D-B,"55 Nachl 100/A,214",,,Partitur,korrigierte Stichvorlage,,,,,,"Daneben mit schwarzer Tinte geschrieben: Von Raff cop | KKlindworth
Text auf Rückseite (in Digitalisat transkribieren)",,Org/Pedalflügel,Moderato,,,,,,,,,"[Joachim Raff 118597779] (schwarze Tinte), Klindworth (schwarze Tinte), Liszt (Bleistift), Dr (Rötel)","19 Blatt (1 Titelseite, 35 Seiten Notentext, 2 Leerseiten, paginiert)","Querformat, 283 x 360 mm, 12-15 Notenzeilen, handrastriert",,,,8528,,,,,,,,,,"Kalligraphische Abschrift von Raff, sporadisch von Liszt mit Bleistifteintragungen überarbeitet. Diese beziehen sich meist auf Dynamik, Tempo, Phrasierung und dergleichen. Manchmal ergänzt er ""zweiter Spieler"" zur Klarheit der Notation. Die Blätter sind an den Rändern recht vergilbt und weisen starke Blätterspuren auf, Abschrift wurde wohl häufig auch benutzt/durchgespielt. Eintragungen des Druckers mit Rötel für die Einrichtung der Partitur.",Je nach Einrichtung der Raff'schen Kalligraphie ändert sich die Anzahl der (auch unterschiedlich großen) Notenzeilen.,"Titelei: Fantasie und Fuge | über den Choral | ""Ad nos ad salutarem undam"" | für Orgel (Man. u. Pedal) | oder Pedalflügel | componirt | und dem Herrn GeneralMusikdirektor | Meyerbeer | in hochachtungsvoller Verehrung gewidmet | von | Franz Liszt | NB Diese Fuge kann man auch auf dem Pianoforte 4 haendig vorgetragen werden, wo alsdann der erste Spieler nur | die beiden oberen Zeilen beziehungsweise deren Variante, der zweite Spieler die zwei untersten Zeilen übernimmt.",https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN1680941216&PHYSID=PHYS_0005,DTie,,,
,,R 283,Festlicher Marsch zum heiligen Gral,D-B,"55 Nachl 100/A,213",,,Partitur,korrigierte Stichvorlage,,,,"Marche solennelle | vers le Saint Graal | Fragment du | Drame-Mystère | Parsifal | de R. Wagner | pour | Piano | par | François Liszt
[Bild vom Aachener Dom, schwarz/rot; weiße Taube gleitet von oben herab]",,"Feierlicher Marsch | zum heiligen Graal: aus dem Bühnenwei Festspiel ""Parsifal"" [unterstrichen] | von Richard Wagner | für Piano forte von | F. Liszt [liks daneben quer] (Titre français) | Marche solennelle vers | le Saint Graal: | Fragment du | Drame-mystère | Parsifal | de Richard Wagner | pour Pianoforte, par F. Listzt",Liszt (rote Tinte),Kl,Mäßig bewegt. Andante moderato,,,,,,,,,"zS (schwarze Tinte), Liszt (schwarze und rote Tinte, roter und blauer Stift), Dr (Bleistift)","8 Blatt zu 4 Bogen (1 Titelseite, 13 Seiten Notentext, 2 Leerseiten, paginiert)","Hochformat, 331 x 261 mm, 10 Notenzeilen, handrastriert",,,,23700,,,,,,,,,Beilage: 1 Probeabzug vom Titelblatt,"Sehr klare Abschrift, beinahe wie gedruckt (Charakteristik des Schreibers, nach ""hinten"" fallende Violinschlüssel, sehr runde Notenköpfte). Eintragungen und Ergänzungen von Liszt (Pedalisierung, una corda, Dynamik, Oktavierungen, Spielanweisungen) meist mit dunkelroter/bordeaux Tinte. Zusatz zur Pedalisierung unten auf S. 1 nach dem Verweiszeichen: ""NB. Um genaue Beobachtung der Pedal Bezeichnungen | wird gebeten. | (On prie d'observer exactement les indications de la | Pèdale)"" [am Schluss Mischung aus schwarzer und roter Tinte]. Auf S. 2 und 3 dim. auch mit zinnoberrotem Stift nachgetragen. Streichung von einzelnen Takten mit rotem und/oder blauem Stift (so S. 4, T.1, S. 5, 3. System, T. 1).
Eintragungen des Druckers mit Bleistift.","Titelblatt (= Beilage 1 des Digitalisats).
Untere rechte Seitenkante stark dunkel verfärbt und abgegriffen, wohl von Liszt häufig gespielt.","Titelei: Titelblatt separat
Zwei Nummern auf dem ""Titelblatt"" der Abschrift verzeichnet: 13970 (oben) und 23700 (unten)",https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN1680936921&PHYSID=PHYS_0001,DTie,,,
,,"R 238,2",La Charité (d'après Rossini),D-WRgs,GSA 60/U 28,,Liszt-Museum Weimar,Partitur,,,x,,Caritas | (nach Rossini),,,,Kl,Andante molto,,,,,,,,,"Liszt (schwarze Tinte, Rötel, Bleistift), zS (schwarze Tinte)","6 Blatt zu 3 Bogen (1 Titelseite, 10 Seiten Notentext, 1 Leerseite)","Hochformat, ??? x ??? mm, 12 Notenzeilen, handrastriert",,,,,,,,,,,,,,"Abschrift mit zu Beginn leichteren Korrekturen, ab [S. 23, letzter Takt] streicht Liszt, mit Verweis auf ""Correctur A"" und auf der Folgeseite ""Correctur B"" so gut wie den gesamten Notentext mit Rötel und Bleistift (ab [S. 28]). Insgesamt verweist Liszt auf 4 Korrekturen, die aber zumindest nicht in dem Quellensigle enthalten sind. Somit bleibt von dem Notentext der Abschrift nicht mehr viel übrig. Das Papier scheint von minderer Qualität zu sein und ist am unteren Ende sowie an der Kante stark ausgefranst.",In dieser Abschrift streicht Liszt quasi alles.,"Titelei: mit Bleistift geschrieben, nicht Liszt",https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:209435,DTie,,,
, 464000155,R 138,Harold en Italie,D-B,"Mus.ms.autogr. Liszt, F. 2,2",,,Stimme,,,x,,"Harold | (En Italie, Symphonie) | en 4 Parties | Par | H. Berlioz | von einem Landauer Musiker geschrieben | [K. Kl. 116228660]""",,,,Vla,,,,,,,,,,"zS (schwarze Tinte), [Karl Klindworth 116228660] (schwarze Tinte), Liszt (Bleistift)","8 Blatt (Fadenheftung, 1 Titelseite, 14 Seiten Notentext, 1 Leerseite)","Hochformat, 354 x 257 mm, xx Notenzeilen, handrastriert",,,,,,,,,,,,,,"Ein insgesamt sauber geschriebenes Manuskript. Liszt nimmt nur wenige Korrekturen vor, komponiert jedoch drei Passagen um: Auf S. 3 notiert er, versehen mit einer Einfügemarke, die umkomponierten Takte in der untersten Notenzeile, auf S. 8 findet sich eine nur kleine Änderung des Notentextes, und auf S. 9 schreibt Liszt in die letzten drei Notenzeilen elf neu komponierte Takte.",,Titelei: Den Zusatz zum Titel hat [Karl Klindworth 116228660] (schwarze Tinte) geschrieben. ,wird bestellt,BV,,,
,,R 171,Tanzmomente,D-WRgs,GSA 60/U 30,,Liszt-Museum Weimar,Partitur,,,,,,,Tanz Momente (Moments dansants.) | v. Herbeck arr. v. F. Liszt,,Kl,Moderato,,,,,,,,,"zS (schwarze Tinte), Liszt? (blauer Stift)","13 Blatt zu 6 Bogen und 1 Einzelblatt (23 Seiten Notentext, 3 Leerseiten)","Hochformat, ??? x ??? mm, 10 Notenzeilen, handrastriert",,,,,,,,,,,,,,"Abschrift von fremder Hand, möglich, dass der Fingersatz ""3"" im dritten Takt im zweiten System sowie Hinzufügung von drei Noten im vierten Takt im dritten System von Liszt stammt (?). Ansonsten keinerlei Spuren einer Überarbeitung und Abschrift der 8 Tänze. Der Schluss ist deutlich vom Schreiber mit ""Fine"" markiert.",I Moderato [S. 1-2]; II Appassionato [S. 3]; III Vivace [S. 4-5]; IV Amabile [S. 6-10]; V Vivace [S. 11-12]; VI Moderato [S. 13-14]; VII Allegramente capriccioso [S. 14-16]; VIII Allegro vivace [S. 16-24].,"Bitte Bogen/Seiten zählen, es fehlt etwas im Digitalisat.
Es handelt sich um eine nicht redigierte Abschrift von fremder Hand, daher führe ich die einzelnen Tänze nicht unter ""untergeordnete Quellen"", sondern im Kommentar auf.",https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:209437,DTie,,,
,,R 281,Am stillen Herd,D-WRgs,GSA 60/U 31,,Liszt-Museum Weimar,Partitur,,,,,"Am stillen Herd | Lied aus R Wagners ""Meistersinger"" | Transcription für Pianoforte | FL ",Liszt (blauer Stift),,,Kl,Moderato,,,,,,,,,"zS (schwarze Tinte), Liszt (blauer Stift)","8 Blatt zu 4 Bogen (1 Titelseite, 14 Seiten Notentext, 1 Leerseite)","Hochformat, ??? x ??? mm, 12 Notenzeilen, handrastriert",,,,,,,,,,,,,,"Saubere Abschrift von zS mit schwarzer Tinte, sporadische Eintragungen/Korrekturen von Liszt mit schwach-blauem Stift. [S. 2], Bindebogen, 2. System, T. 2/3; [S. 3], 3. System, T. 3 Ergänzung d1 für Doppelgriff in rechter Hand; [S. 4], 3. System, T. 1 Ergänzung gis# im Bass; [S. 5], letzter Takt ""crescendo - -""; [S. 12] Ergänzung von zwei punktierten Vierteln rechts und links als harmonisch-melodischer Zusatz.",Abschrift mit nur 5 kleinen Ergänzungen/Korrekturen von Liszts Hand.,Titelei: Titel extrem schlecht lesbar,https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:209438,DTie,,,
,,"R 287,2",Elsas Brautgang zum Münster,D-WRgs,GSA 60/U 33,,Liszt-Museum Weimar,Partitur,korrigierte Stichvorlage,,,,2 Stüke aus T. und Loh | 1 Einzug der Gäste auf Wartburg | 2 Elsa's Brautzug zum | Münster,Liszt (brauner Stift),Lohengrin,Dr (Bleistift),Kl,Lento,,,,,,,,,"[Joachim Raff 118597779] (schwarze und sepia Tinte), Liszt (schwarze und sepia Tinte, Rötel), Dr (Rötel, Bleistift)","3 Blatt zu ?? Bogen (1 Titelseite, 5 Seiten Notentext)","Hochformat, ??? x ??? mm, 12 Notenzeilen, handrastriert",,,,,,,,,,,,,,"Kalligraphische Abschrift von Raff mit Zusätzen und Eintragungen von Liszt mir schwarzer und sepiafarbener Tinte (Phrasierung, Pedalisierung, Fingersätze, Legatobögen und Spielanweisungen). Raff selbst scheint bei den Tempoangaben sepiafarbene Tinte zu nutzen (?). Unten auf [S. 4] notiert Liszt nach einem Verweiszeichen folgenden Hinweis: ""NB. Alle Sechzehntel (Tremolos) in der linken Hand der ersten 8 Takte dieser Seite | in kleinen [unterstrichen] Noten stechen."" Zudem finden sich für die Einrichtung der Seiten Taktnummerierungen vom Drucker mit Rötel.",,"Bitte Bogen zählen, denn auch hier fehlt wohl das letzte Blatt (wären dann 4 Blatt zu 2 Bogen). Bitte auch einmal nasch schwarzer/sepiafarbener Tinte schauen, im Digitalisat schwer zu sehen, ob es dieselbe oder zwei unterschiedliche Tinten sind.",https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:209450,DTie,,,
,1001259305,"R 287,1",Einzug der Gäste auf der Wartburg,D-WRgs,GSA 60/U 34,,Liszt-Museum Weimar,Partitur,korrigierte Stichvorlage,,x,,,,Tannhäuser,Dr (Bleistift),Kl,Allegro,[Halbe] = 72,,,,,,,,"[Joachim Raff 118597779] (schwarze und sepia Tinte), Liszt (schwarze Tinte), Dr (Rötel, Bleistift)","8 Blatt zu 4 Bogen (14 Seiten Notentext, 2 Leerseiten)","Hochformat, ??? x ??? mm, 12 Notenzeilen, handrastriert",,,,,,,,,,,,,,"Wie gewohnt saubere Abschrift von Raff, die bereits Zusätze wie Tempo, Fingersätze etc. trägt. In seinem Revisionsprozess trägt Liszt sporadisch weitere Zusätze mit schwarzer Tinte nach. Die regelmäßigen Eintragungen durch den Drucker für die Einrichtung lassen darauf schließen, dass es sich hierbei um die Stichvorlage handelt.",,,https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:209451,DTie,,,
,,R 139,Marche des Pèlerins (aus Harold en Italie),D-WRgs,GSA 60/U 41,,Liszt-Museum Weimar,Partitur,,,,,Marche des Pèlerins | de la Symphonie d'Harold | composée par Berlioz | transcrite pour piano seul | par | F. Liszt,,Marche du Pélerins | sonnant la prière du Soir,,Kl,Allegretto,,,,,,,,,"zS (schwarze Tinte, Bleistift), Liszt (roter Stift)","8 Blatt zu 4 Bogen (1 Titelseite, 12 Seiten Notentext, 3 Leerseiten)","Hochformat, ??? x ??? mm, 16 Notenzeilen, handrastriert",,,,,,,,,,,,,zurückgenommene Abschrift,"Saubere Abschrift vom Schreiber mit Tinte, zudem von diesem (oder von einer weiteren Hand) Eintragung der Abschnitte mit Bleistift (A bis L). Liszt macht mit seiner Streichung des Titels und des Notentextes der ersten beiden Seiten mit rotem Stift jedoch klar, dass diese Version für ihn nicht gültig ist (unter dem Titel: ""gilt nicht"").","Diese Abschrift ""gilt nicht"" !","Titelei: Titel vom Schreiber, ist fein mit rotem Stift durchgestrichen, darunter schreibt Liszt doppelt unterstrichen ""gilt nicht""

Kopftitel: Neben dem Titel notiert der Schreiber folgenden Hinweis: ""Il faut observer un crescendo très/ menagé depuis la lettre A jusqu'à la | lettre E où la forte doit se faire sentir - | complètement pour la 1ere fois, et observant | la progression inverse, allant en diminuant | graduellement depuis la lettre F, jusqu'à la fin | de manière cependant à atteindre le pianissimo | général de la lettre K."" 

Handelt es sich hier immer um dasselbe Papier? Farbgebung im Digitalisat ist doch sehr unterschiedlich. Blattzahl im Digitalisat nicht vollständig (ich gehe einmal von 8 aus), bitte prüfen.",https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:209458,DTie,,,
,,,[Alte deutsche geistliche Gesänge],D-WRgs,GSA 60/Z 6,,,,,,,,,,,,,,,,,,,,,,"[Friedrich Randeckart 1350195073] (schwarze Tinte), Liszt (sepia Tinte) ","12 Blatt (Fadenheftung, 22 Seiten Notentext, 1 Leerseite)","Querformat, ??? x ??? mm, 8 Notenzeilen, handrastriert",,,,,,,,,,,,,,,,,https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:209851,Boris?,,,
,,"R 238,2",La Charité von Rossini,D-WRgs,GSA 60/U 47,,Liszt-Museum Weimar,Partitur,,,,,,,La Carità Rossini,zS (sepia Tinte),Harm,,,,,,,,,,"zS (sepia Tinte), Liszt (blauer Stift)","2 Blatt zu 1 Bogen (3 Seiten Notentext, 1 Leerseite)","Querformat, ??? x ??? mm, 8 Notenzeilen, handrastriert",,,,,,,,,,,,,,"Saubere Abschrift in schwarzer Tinte mit allen Zusätzen (Dynamik, Phrasierung, Fingersätze). Die Besetzung ""Harmonium"" ist vor der ersten Akkolade ausgeschrieben. Zwei Hinzufügungen mit blauem Stift (wohl von Liszt): Arpeggio auf [S. 1], letzter Takt im dritten System und die Ergänzung eines Legatobogens auf [S. 2], letzter Takt im dritten System. Nach dem Ende der Abschrift notiert der Schreiber folgenden Text mit Tinte: ""Deus charitas est, et qui | manet in charitate in Deo Manet, | et Deo in eo. | Joh: 4 /","Niederschrift endet passend mit Liszts Lebensmotto,´.
Frage: Wie hängt diese Version mit Liszts anderen Charitas-Transkriptionen zusammen? S. GSA 60/U 28, U 47, U 68 sowie U 79.","Wer kann, möge bitte die Bleistifteintragungen (von Raabe?) auf der ersten Seite entziffern.",https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:209466,DTie,,,
,,R 180 (425),Gretchen (aus der Faust-Symphonie),D-WRgs,GSA 60/U 50,,,Partitur,korrigierte Stichvorlage,,,,"Aus F. Liszts ""Faust-Symphonie"" | ""Gretchen"" | Transcription für Pianoforte | von F. Liszt |
Nova 76 I ",Liszt (schwarze Tinte),Gretchen,zS (schwarze Tinte),Kl,Andante soave,,,,,,,,,"zS (schwarze Tinte), Liszt (schwarze Tinte, blauer Stift), Dr (blauer und roter Stift, Bleistift)","12 Blatt zu 6 Bogen (1 Titelseite, 21 Seiten Notentext, 2 Leerseiten, paginiert)","Hochformat, ??? x ??? mm, 12 Notenzeilen, handrastriert",,,,10892,,,,,,,,,,"Auf dem Titelblatt ist mit Bleistift von fremder Hand unter dem blauen ""Nova 78 I"" eine C-Dur Skala im Bratschenschlüssel notiert (mit Fingersatz, Streicher?). Dieses ist (durch Daumenabrieb?) stark verwischt. Die Stichvorlage ist sehr sorgfältig (nur wenige Rasuren) hergestellt und trägt Ziffern und Markierungen des Druckers sowie Eintragungen von Liszt. So der Hinweis unten auf S. 1: ""NB: Aufmerksam und sorgfältig zu stechen: | insbesondere die vielen Fingersätze deutlich und richtig stechen. | F. Liszt"". Dementsprechend korrigierte bzw. ergänzte Liszt seine Fingersätze mit blauem Stift. Sonstige Dynamik, Pedalisierung, una/tre corde-Vorschriften etc. ist mit schwarzer Tinte hinzugesetzt. S. 7 Verweiszeichen mit blauem Stift, Auflösung auf S. 20 [die Takte sind jeweils identisch, Liszt zeigt hier eine Reprise an, aber warum?]. Ab S. 11 ergänzt Liszt die Pedalvorschriften, Phrasierungen und Vortragsanweisungen auch mit blauem Stift. Korrektur im Notentext nach vorheriger Rasur plus Ergänzung des Bassschlüssels mit schwarzer Tinte auf S. 21, 2. System, 2. Takt. Abschluss der Komposition ist von Liszt signiert.",,"Titelei: Titel eigenhändig mit schwarzer Tinte von Liszt, darunter mit blauem Stift groß ""Nova 76 i"", sicher vom Drucker. Darunter befindet sich zudem fein mit Bleistif geschrieben eine Tonleiter mit Altschlüssel notiert [?]

Warum fügt Liszt das Verweiszeichen auf S. 7 | 20 ein? wieso zeigt er die Wiederholung des Notentextes auf diese Art und Weise an?",https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:209469,DTie,,,
,,,Dritter Mephisto Walzer,F-Sn,"Mrs.JAEL.58,1.",,Nachlass [Marie Jaëll 119358905],Partitur,,,,,,,(3ter Mephisto Walzer),zS (schwarze Tinte),Kl,Allegro,[Viertel] = 112,,,Frau [Marie Jaëll 119358905] | verehrungsvoll gewidmet | F. Liszt. ,Juni 1883. | Weimar.,1883-06-xx,Weimar ,4065105-8,"zS (schwarze und rote Tinte), Liszt (schwarze und rote Tinte, roter und blauer Stift)","20 Blatt zu 6 Bogen und 8 Einzelblatt (37 Seiten Notentext, 3 Leerseiten, paginiert und foliiert)","Hochformat, 352 x 270 mm, 12 Notenzeilen, gedruckt (B. & H. Nr. 1. C.)",,,,,,,,,,,,Das Papier ist an vielen Stellen restauriert.,,"Die Abschrift beginnt zunächst ohne Eintragungen oder Korrekturen von Liszt (bis S. 3 unten), ab S. 4 nimmt der Überarbeitungsprozess jedoch den Status einer Komposition an. Hierfür nutzt Liszt v.a. die großen Zwischenräume zwischen den Systemen. Striche und die Überklebung auf S. 4 (148 x 252 mm) erschließen sich allerdings nicht so recht, da Liszt denselben Notentext noch einmal notiert. Liszt streicht im Verlaufe der Quelle mehrheitlich großflächig mit totem Stift, schreibt selbst viel Notentext mit schwarzer Tinte, nimmt aber Ergänzungen auch sporadisch mit (bordeaux)roter Tinte vor (so auf S. 5, 6 und 9). Weitere Überklebung (233 x 254 mm) auf S. 8, zudem der Hinweis mit roter Tinte, ""auf | 2 Zeilen | stechen"" (Liszt hatte ursprünglich drei vorgesehen). Generell sind die weiteren Korrekturen weniger substanzieller als kosmetischer Natur. Auf S. 11/12 nutzt der Schreiber selbst für die vorgesehene Ossia-Fassung eine rote Tinte, dem folgt Liszt im letzten Viertel des letzten Takts auf S. 12 sowie in der ersten Zeile auf S. 13 mit seiner bordeaux-roten Tinte. Bis S. 20 wenig Korrekturen im Notentext, allerdings 2 Überklebungen: S. 14 (212 x 242 mm) und S. 19 (312 x 254 mm).
Sehr interessanter Befund auf S. 20, die komplett mit rotem Stift gestrichen ist, denn Liszt trägt hier über den drei Systemen der Abschrift jeweils eine einstimmige Zeile mit der Vorschricht ""Orchester"" mit roter Tinte ein. Möglicherweise handelt es sich hier um eine wieder verworfene Idee zu einer Orchesterfassung. S. 21-24 mit wenigen Takten Ausnahme komplett gestrichen. Dafür fügte List einen eigenständigen Boden mit seiner autographen Korrektur der Takte 148-191 ein. Hier folgt am Ende des Bogens mit rotem Stift der Hinweis ""weiter | 26 (Bis). S. 25 ist entsprechend gestrichen und S. 26 Bis beginnt mit der Überklebung/Korrektur (87 x 251 mm) des oberen Systems. S. 27 erster Einsatz des blauen Stiftes zur Korrektur der as-Oktave (ebenso Streichung einiger Noten der rechten Hand auf S. 28). Zudem fügt Liszt mit rotem Stift Wiederholungen ein (""Bis""), S. 27 unten bzw. S. 28 oben, zudem Oktavierungen auf S. 28. Die Quelle endet mit zwei Überklebungen auf den letzten beiden Seiten mit autographer Niederschrift von Liszt: S. 32: 309 x 261 mm; S. 33 oben: 120 x 244 mm. Letztere ist gefaltet und ausklappbar und enthält ein System Notentext. Am Schluss ergänzt Liszt den leeren dis-Klang um zwei weitere Takte [die dann ihrerseits im Druck noch einmal um 6 Takte erweitert werden].
Generell lässt sich feststellen, dass die Quelle recht rabiate Rasuren, und daher viele Löcher enthält. Als Klebstoff seiner Korrekturen hat Liszt wohl sein Eiweißgemisch verwendet. ","Sehr interessante Quelle, in der das Stadium einer korrigierten Abschrift nahezu bruchlos in ein Arbeitsmanuskript übergeht. Das ist auch daran zu sehen, dass der Schreiber offensichtlich instruiert war, große Lücken für Korrekturen oder Varianten zwischen den einzelnen Systemen frei zu lassen, so dass mehrheitlich nur zwei oder drei Systeme auf einem 12zeiligen Blatt notiert sind.
Verglichen mit dem Druck der NLGA ist diese Version identisch, allerdings sind in dieser noch die Takte 271-276 enthalten, während Liszts (neu geschriebener) Schluss in T. 270 endet. (Wo kommen diese letzten 6 Takte her?).","Titelei: Nicht direkt der Titel, aber auf dem Quellenumschlag findet sich mit Kugelschreiber folgende Notiz: ""Manuscrit de la Valse de | Méphisto, dédiée à Marie Jaëll par | F. Liszt, dont certaines parties | (p. ex. pages 6, 7, 8 etc etc sont | écrites de la main de Liszt lui-même""
""Orchesterfassung"", das habe ich so schon einmal gesehen - überprüfen!
Unter Signatur 58, 1 verbirgt sich ein früher Druck des Mephistowalzers, mit Bleistifteintragungen | Fingersätzen von Marie Jaell vielleicht?.",wird bestellt,DTie,,,
,,,Erstes Klavierkonzert (Liszt),F-Sn,"Mrs.JAEL.56,1.",,Nachlass [Marie Jaëll 119358905],Partitur,Dedikationsexemplar,,,,1er Concerto | pour le Pianoforte | par | Fr. Liszt,,,,"Kl, Orch","Allegro maestoso, tempo giusto",,,,[Alfred Jaëll 117059013] | zu Händen | mit freundschaftlichem Dank | FLiszt | Weymar 5 April 56.,Weymar 5 April 56.,1856-04-05,Weimar ,4065105-8,"zS (schwarze Tinte), Liszt (schwarze Tinte, roter Stift, Rötel), fremde Hand (Bleistift)","18 Blatt (Einband, 1 Titelseite, 31 Seiten Notentext, 4 Leerseiten)","Hochformat, 333 x 265 mm, 20 Notenzeilen, handrastriert",,,,,,,,,,,,blauer Umschlagkarton: 337 x 274 mm,,"Reinschrift des Klavierauszugs mit Widmung an [Alfred Jaell 117059013]. Wenige Eintragungen von Liszt: più mosso, S. 24 und ein p auf S. 27. Dazu Markierung der Akkoladen mit rotem Stift (fremde Hand/Schreiber?). Bleistifteintragungen von Tempoangaben von einer weiteren fremden Hand.",,"Ich bin nicht ganz sicher, ob die beiden Eintragungen von Liszt stammen.",nicht ankaufen,DTie,,,
