,Absender Person,Absender Person Edition,GND Absender Person,Absender Körperschaft,Absender Körperschaft Edition,GND Absender Körperschaft,Adressat Person,Adressat Person Edition,GND Adressat Person,Adressat Körperschaft,Adressat Körperschaft Edition,GND Adressat Körperschaft,Absendeort,Absendeort Edition,Absendeort_GND,Empfangsort,Empfangsort Edition,Empfangsort_GND,Datierung,Datierung ermittelt,Datierung Kommentar [intern],Incipit [nur in schwierig datierbaren Fällen],Standort,Signatur,Digitalisat,Datierung (standardisiert),Datierung maschinenlesbar Teil 1,Datierung maschinenlesbar Teil 2,Datierung Checkbox,Sigle / Kurztitel,Weitere Editionen,zu überarbeiten,Kommentar (intern),Bemerkungen,Besitzer (nach Edition),Datierung (nach Edition),Werkerwähnung (I),Entstehung (I),Quellentransfer (I),Aufführungen (I),Seite (I),WVZ (Raabe) (I),Werktitel (I),Kommentar (intern) (I),Erwähnung auf Werk- oder Quellenebene (I),Werkerwähnung (II),Entstehung (II),Quellentransfer (II),Aufführungen (II),Seite (II),WVZ (Raabe) (II),Werktitel (II),Kommentar (intern) (II),Erwähnung auf Werk- oder Quellenebene (II),Werkerwähnung (III),Entstehung (III),Quellentransfer (III),Aufführungen (III),Seite (III),WVZ (Raabe) (III),Werktitel (III),Kommentar (intern) (III),Erwähnung auf Werk- oder Quellenebene (III),Werkerwähnung (IV),Entstehung (IV),Quellentransfer (IV),Aufführungen (IV),Seite (IV),WVZ (Raabe) (IV),Werktitel (IV),Kommentar (intern) (IV),Erwähnung auf Werk- oder Quellenebene (IV),Werkerwähnung (V),Entstehung (V),Quellentransfer (V),Aufführungen (V),Seite (V),WVZ (Raabe) (V),Werktitel (V),Kommentar (intern) (V),Erwähnung auf Werk- oder Quellenebene (V),Werkerwähnung (VI),Entstehung (VI),Quellentransfer (VI),Aufführungen (VI),Seite (VI),WVZ (Raabe) (VI),Werktitel (VI),Kommentar (intern) (VI),Erwähnung auf Werk- oder Quellenebene (VI),Werkerwähnung (VII),Entstehung (VII),Quellentransfer (VII),Aufführungen (VII),Seite (VII),WVZ (Raabe) (VII),Werktitel (VII),Kommentar (intern) (VII),Erwähnung auf Werk- oder Quellenebene (VII),Werkerwähnung (VIII),Entstehung (VIII),Quellentransfer (VIII),Aufführungen (VIII),Seite (VIII),WVZ (Raabe) (VIII),Werktitel (VIII),Kommentar (intern) (VIII),Erwähnung auf Werk- oder Quellenebene (VIII),Werkerwähnung (IX),Entstehung (IX),Quellentransfer (IX),Aufführungen (IX),Seite (IX),WVZ (Raabe) (IX),Werktitel (IX),Kommentar (intern) (IX),Erwähnung auf Werk- oder Quellenebene (IX),Werkerwähnung (X),Entstehung (X),Quellentransfer (X),Aufführungen (X),Seite (X),WVZ (Raabe) (X),Werktitel (X),Kommentar (intern) (X),Erwähnung auf Werk- oder Quellenebene (X),Werkerwähnung (XI),Entstehung (XI),Quellentransfer (XI),Aufführungen (XI),Seite (XI),WVZ (Raabe) (XI),Werktitel (XI),Kommentar (intern) (XI),Erwähnung auf Werk- oder Quellenebene (XI)
29,"Liszt, Franz","Liszt, Franz",118573527,,,,"Wieck, Clara","Wieck, Clara",11861164X,,,,Pest,Pest,4137172-0,,,,25.12.1839,,,,,,,25.12.1839,25.12.1839,25.12.1839,nach Edition,"La Mara 1893a, S. 32-33",,,,,,,les études d'après Paganini,x,,,32f,R 3a,Bravour-Studien nach Paganini's Capricen,"Liszt will Clara Wieck die ""épreuves"" bringen, da die Etüden ""ne paraitront que dans deux mois"".",W,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,"Liszt, Franz","Liszt, Franz",118573527,,,,"von Schober, Franz","von Schober, Franz",116849436,,,,Metz,Metz,4039029-9,Wien,Wien,4066009-6,03.04.1840,,,,,,,03.04.1840,03.04.1840,03.04.1840,nach Edition,"La Mara 1893a, S. 33-35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,"Liszt, Franz","Liszt, Franz",118573527,,,,"Schlesinger, Maurice","Schlesinger, Maurice",11732633X,,,,London,London,4074335-4,Paris,Paris,4044660-8,14.05.1840,,,,,,,14.05.1840,14.05.1840,14.05.1840,nach Edition,"La Mara 1893a, S. 35-36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,"Liszt, Franz","Liszt, Franz",118573527,,,,"Schober, Franz von","Schober, Franz von",116849436,,,,"Stonehenge, Salisbury","Stonehenge, Salisbury",4057736-3,Wien,Wien,4066009-6,29.08.1840,,,,,,,29.08.1840,29.08.1840,29.08.1840,nach Edition,"La Mara 1893a, S. 37-38",,,,,,,une Cantate pour Beethoven,x,,,38,R 537,Fest-Cantate für die Inaugurations-Feier des Beethoven-Denkmals in Bonn [1. Beethovenkantate],"Pläne. ""Il s'agit d'une Cantate pour Beethoven, que je voudrais mettre en musique et faire exécuter lors du grand Festival, que nous comptons organiser en 42 lors de l'inauguration de la Statue à Bonn.""",W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,"Liszt, Franz","Liszt, Franz",118573527,,,,"Augusz, Emmerich","Augusz, Emmerich",RD,,,,,,,,,,[Ende 1883/09/...],,,,,,,[Ende September 1883],1883-09-21,1883-09-30,zugeschrieben,"La Mara 1905, S. 409",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,"Schumann, Robert","Schumann, Robert",118611666,,,,"Liszt, Franz","Liszt, Franz",118573527,,,,Leipzig,Leipzig,4035206-7,Hamburg,Hamburg,4023118-5,29.10.1840,,,,,,,29.10.1840,29.10.1840,29.10.1840,nach Edition,La Mara 1895a,,,,,,,das Album | die Paganinietüden,x,,,17f,R 8 | R 3a,Album d'un voyageur. Compositions pour le piano | Etudes d'exécution transcendante d'après Paganini,"Schumann: ""Von Compositionen von Ihnen ist nichts Neues erschienen, weder das Album, noch die Paganinietüden.""",W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,"Liszt, Franz","Liszt, Franz",118573527,,,,"von Schober, Franz","von Schober, Franz",116849436,,,,Manchester,Manchester,4037286-8,,,,05.12.1840,,,,,,,05.12.1840,05.12.1840,05.12.1840,nach Edition,"La Mara 1893a, S. 40-41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,"Liszt, Franz","Liszt, Franz",118573527,,,,,,,Breitkopf & Härtel,Breitkopf & Härtel,64766-4,London,London,4074335-4,[Leipzig],[Leipzig],4035206-7,07.05.1841,,,,,,,07.05.1841,07.05.1841,07.05.1841,nach Edition,"La Mara 1893a, S. 41-42",,,,Sendeort selbst ergänzt,,,Mélodies de Mendelssohn,x,,,41,R 217,Lieder [von Mendelssohn],"Publikation. ""Schlesinger vient de m'apprendre que les Mélodies de Mendelssohn que je vous ai envoyées de Londres ont paru.""",W,Adelaïde,x,,,41f,R 121,Beethoven’s Adelaide für das Pianoforte übertragen,"Entstehungsprozess. ""Je viens d'ajouter une énorme Cadenza de 3 pages en petites notes, et toute une Coda presqu'aussi longue à l'Adelaïde de Beethoven.""",W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,"Liszt, Franz","Liszt, Franz",118573527,,,,"Löwy, Simon","Löwy, Simon",134966202X,,,,London,London,4074335-4,Wien,Wien,4066009-6,20.05.1841,,,,,,,20.05.1841,20.05.1841,20.05.1841,nach Edition,"La Mara 1893a, S. 42-44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,"Liszt, Franz","Liszt, Franz",118573527,,,,"von Bacharacht, Therese","von Bacharacht, Therese",118729624,,,,Bade,Bade,RD,,,,14.09.1841,,,,,,,14.09.1841,14.09.1841,14.09.1841,nach Edition,"La Mara 1905, S. 26-28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,"Liszt, Franz","Liszt, Franz",118573527,,,,"Spiegel, Emil Freiherr von","Spiegel, Emil Freiherr von",1280840978,,,,Paris,Paris,4044660-8,Weimar,Weimar,4065105-8,30.09.1841,,,,,,,30.09.1841,30.09.1841,30.09.1841,nach Edition,"La Mara 1893b, S.395-396",,,,,,,le Septuor,x,,,395,R 127,Grand Septuor Ov. 20 de L. van Beethoven (Transcrits pour le Piano seul),"Liszt bekundet devot seine Freude, dass ""Son Altesse Impériale Madame la Grande Duchesse"" (Maria Pawlowna) seine Widmung angenommen hat.",W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,"Liszt, Franz","Liszt, Franz",118573527,,,,"Massart, Lambert","Massart, Lambert",116835648,,,,Nonnenwerth,Nonnenwerth,4400405-9,,,,16.10.1841,,,,,,,16.10.1841,16.10.1841,16.10.1841,nach Edition,"La Mara 1905, S. 28-29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,"Liszt, Franz","Liszt, Franz",118573527,,,,"Urhan, [Christian]","Urhan, [Christian]",119038161,,,,Nonnenwerth,Nonnenwerth,4400405-9,Paris,Paris,4044660-8,16.10.1841,,,,,,,16.10.1841,16.10.1841,16.10.1841,nach Edition,"La Mara 1905, S. 29",,,,Vorname Empfänger selbst recherchiert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,"Herwegh, Georg","Herwegh, Georg",118550128,,,,"Liszt, Franz","Liszt, Franz",118573527,,,,Paris,Paris,4044660-8,Leipzig,Leipzig,4035206-7,14.12.1841,,,,,,,14.12.1841,14.12.1841,14.12.1841,nach Edition,La Mara 1895a,,,,,,14. Decr. [1841.],eines meiner Gedichte,x,x,,30f,R 542/1,Rheinweinlied,"Herwegh zeigt sich begeistert, dass Liszt eines seiner Gedichte vertonte und bittet, ""mir eine Abschrift Ihrer Composition zusenden zu lassen und mir die Erlaubniss zu ertheilen, dieselbe der 3. Auflage meiner Gedichte [...] als einen ganz besonderen Schmuck beizufügen."" Dass es sich um das Rheinweinlied handelt, geht aus der Anmerkung von La Mara hervor (s. Anm. 1, S. 30).",W | Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,"Wieprecht, Wilhelm","Wieprecht, Wilhelm",117366021,,,,"Liszt, Franz","Liszt, Franz",118573527,,,,Berlin,Berlin,4005728-8,,,,20.01.1842,,,,,,,20.01.1842,20.01.1842,20.01.1842,nach Edition,La Mara 1895a,,,,,,,Vaterlands-Lied,,,,33f,R 545/1,Das deutsche Vaterland I,"Bittet um Nachricht, ""wenn ich Ihr schönes Vaterlands-Lied für mein Blech-Instrumental-Orchester etwas frei instrumentire."" Unklar, welche Version, da der Autor auf Motive in den Streichern eingeht (s. MGG).",W,Ihr Rheinlied,,,x,34,R 542/1,Rheinweinlied,"Probe. ""Gestern Abend habe ich Ihr Rheinlied mit 120 Sängern einstudirt; es sprach allgemein sehr an und wurde auch fürs Erstemal recht leidlich executirt."" (= 19. Januar 1842)",W,Vaterlandslied,,,x,34,R 545/1,Das deutsche Vaterland I,"Probe. ""Morgen Abend wird Ihr Vaterlandslied vorgenommen, und den Montag Abend beide mit Instrumental-Begleitung."" (= 21. bzw. 24. Januar 1842)",W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,"Liszt, Franz","Liszt, Franz",118573527,,,,"von Schober, Franz","von Schober, Franz",116849436,,,,Berlin,Berlin,4005728-8,,,,03.03.1842,,,,,,,03.03.1842,03.03.1842,03.03.1842,nach Edition,"La Mara 1893a, S. 44-45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,"Liszt, Franz","Liszt, Franz",118573527,,,,,,,Philosophische Fakultät der Universität Königsberg,Philosophische Fakultät der Universität Königsberg,117350-9,Mittau,Mittau,4380740-9,Königsberg,Königsberg,4031541-1,18.03.1842,,,,,,,18.03.1842,18.03.1842,18.03.1842,nach Edition,"La Mara 1893a, S. 45-46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,"Lwoff, Alexis von","Lwoff, Alexis von",119211653,,,,"Liszt, Franz","Liszt, Franz",118573527,,,,[St. Pétersbourg],[St. Pétersbourg],4267026-3,,,,21.04.1842,,,,,,,21.04.1842,21.04.1842,21.04.1842,nach Edition,La Mara 1895a,,,,,,21 Avril [1842.],morceau du Weber,,,x,45,R 284 oder Eckhardt/Mueller: S34,Freischütz-Fantasie oder Paraphrase über Weber's Aufforderung zum Tanz (?),"Bekundet sein ""extrême plaisir que j'ai éprouvé en entendant l'admirable exécution du morceau de Weber"". Unklar, um welches Stück es sich handelt, auf dem überlieferten Programm vom 8. April 1842 in St. Petersburg findet sich kein Weber. Laut MGG kämen Freischütz-Fantasie oder die Paraphrase über Weber's Aufforderung zum Tanz (verloren, am 19. Februar 1842 in Berlin gespielt) in Frage.",W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,"Benedict, Julius","Benedict, Julius",116119985,,,,"Liszt, Franz","Liszt, Franz",118573527,,,,Mayfair (London),Mayfair (London),4122699-9,Paris,Paris,4044660-8,12.08.1842,,,,,,,12.08.1842,12.08.1842,12.08.1842,nach Edition,La Mara 1895a,,,,,,,votre Fantaisie | vos compositions vocales,x,,,50,,,"Dank für ""du plaisir que vous m'avez fait chez Schlesinger, avec votre Fantaisie et avec vos compositions vocales"".
Genaue Identifikation, um welche Werke es sich hier handelt, wohl unmöglich.",W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,"Liszt, Franz","Liszt, Franz",118573527,,,,"Bassani, [...]","Bassani, [...]",RD,,,,Rom,Rom,4050471-2,Venedig,Venedig,4062501-1,28.10.1879,,,,,,,28.10.1879,28.10.1879,28.10.1879,nach Edition,"La Mara 1893b, S. 289",,,,Villa d'Este,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,"Liszt, Franz","Liszt, Franz",118573527,,,,"Herwegh, Georg","Herwegh, Georg",118550128,,,,Den Haag (La Haye),Den Haag (La Haye),4011446-6,Königsberg,Königsberg,4031541-1,19.11.1842,,,,,,,19.11.1842,19.11.1842,19.11.1842,nach Edition,"La Mara 1905, S. 30-31",,,,,Universitätsbibliothek Leipzig (Kestnersche Sammlung),,Rheinweinlied,x,,,30,R 542/1,Rheinweinlied,Erwähnung der Publikation des Liedes.,W,Reiterlied,x,,,30,R 542/3 oder R 542/4,Reiterlied,"""Im Februar oder März wird es [das Rheinweinlied] mit dem Reiterlied und noch einem anderen von Ihren Gedichten bei Härtel in Leipzig erscheinen."" Unklar, welche Fassung Liszt hier meint, außerdem ist das Reiterlied laut MGG 1843 bei Schott in Mainz erschienen. ",W,ein anderes von Ihren Gedichten,x,,,30,R 560/10,Der Gang um Mitternacht,"""Im Februar oder März wird es [das Rheinweinlied] mit dem Reiterlied und noch einem anderen von Ihren Gedichten bei Härtel in Leipzig erscheinen.""
Es dürfte sich um ""Der Gang um Mitternacht"" handeln, da dessen erste Fassung laut MGG mit 1841-43 datiert ist.",W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,"Pleyel, Marie","Pleyel, Marie",116245247,,,,"Liszt, Franz","Liszt, Franz",118573527,,,,Brüssel,Brüssel,4008460-7,,,,11.02.1843,,,,,,,11.02.1843,11.02.1843,11.02.1843,nach Edition,La Mara 1895a,,,,,,[1843.],,x,,,57,R 133,Réminiscences de Norma,"Bedankt sich für die Widmung, ""votre adorrable lettre dédicatoire"". Aus der Anmerkung geht hervor, dass es sich um die Widmung der Norma-Réminiscence handelte (s. Anm. 1, S. 57).",W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,"Liszt, Franz","Liszt, Franz",118573527,,,,"Chopin, [Frédéric]","Chopin, [Frédéric]",118520539,,,,Posen,Posen,4046868-9,Paris,Paris,4044660-8,26.02.1843,,,,,,,26.02.1843,26.02.1843,26.02.1843,nach Edition,"La Mara 1905, S. 31",,,,Vorname Empfänger selbst ergänzt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,"Liszt, Franz","Liszt, Franz",118573527,,,,"Hanska, [Ewelina]","Hanska, [Ewelina]",118720287,,,,Stuttgart,Stuttgart,4058282-6,St. Petersburg,St. Petersburg,4267026-3,13.11.1843,,,,,,,13.11.1843,13.11.1843,13.11.1843,nach Edition,"La Mara 1905, S. 34-35",,,,Vorname Empfängerin selbst recherchiert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,"Rellstab, Ludwig","Rellstab, Ludwig",118744453,,,,"Liszt, Franz","Liszt, Franz",118573527,,,,Berlin,Berlin,4005728-8,,,,02.01.1844,,,,,,,02.01.1844,02.01.1844,02.01.1844,nach Edition,La Mara 1895a,,,,,,,die Figaro- und Don Juan-Phantasie,,,x,62,R 660,Fantasie über Motive aus Figaro und Don Juan,"Erinnerung an Neujahr 1842, ""wo ich noch spät um 11 zu Ihnen kam, und Sie mir die Figaro- und Don Juan-Phantasie vorspielten"". ",W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,"Schumann, Clara","Schumann, Clara",11861164X,,,,"Liszt, Franz","Liszt, Franz",118573527,,,,Leipzig,Leipzig,4035206-7,,,,07.01.1844,,,,,,,07.01.1844,07.01.1844,07.01.1844,nach Edition,La Mara 1895a,,,,,,,eine grosse Oper,x,,,64,R 670,Sardanapale,"""Sie haben diesen Somme eine grosse Oper componirt?""",W,Etwas,x,,,64,,,"Nachfrage. ""Haben Sie neuerdings nicht Etwas für das Pianoforte geschrieben?""",W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,"Benedict, Julius","Benedict, Julius",116119985,,,,"Liszt, Franz","Liszt, Franz",118573527,,,,Eaton Square (London),Eaton Square (London),4074335-4,Weimar,Weimar,4065105-8,12.02.1844,,,,,,,12.02.1844,12.02.1844,12.02.1844,nach Edition,La Mara 1895a,,,,,,,vor morceaux sur Don Juan et sur Norma,x,,,65,R 228 | R 133,Réminiscences de Don Juan | Réminiscences de Norma,"Bei Cramer in England erschienen. Hebt im späteren Verlauf den Schluss der Don Juan-Paraphrase hervor, ""a si dignement terminée"".",W,vos compositions vocales,x,,,66,,,"Nachfrage, unklar, worum es bei den ""échantillons"" (Stichproben) gent. ""une espèce de Chœur nation d'un rythme très marqué et un ou deux Lieder d'une originalité ravissante, me font anticiper une création musicale d'une très haute portée et tout à fait au-dessus du genre qui prévaut maintenant.""",W,un opéra,x,,,66,,,"Frage, direkt in Verbindung vom dem Vorherigen: ""Est-il vrai que vous vous occupez activement d'un opéra?""",W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,"Liszt, Franz","Liszt, Franz",118573527,,,,"von Schober, Franz","von Schober, Franz",116849436,,,,Berlin,Berlin,4005728-8,Paris,Paris,4044660-8,04.03.1844,,,,,,,04.03.1844,04.03.1844,04.03.1844,nach Edition,"La Mara 1893a, S. 47-48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,"Liszt, Franz","Liszt, Franz",118573527,,,,"Hańska, Ewelina","Hańska, Ewelina",118720287,,,,Magdeburg,Magdeburg,4036934-1,St. Petersburg,St. Petersburg,4267026-3,16.03.1844,,,,,,,16.03.1844,16.03.1844,16.03.1844,nach Edition,"La Mara 1905, S. 35-36",,,,Vorname Empfängerin selbst recherchiert,,,Buch der Lieder,x,,,36,R 209 ,Buch der Lieder für Piano allein,"""Me permettez-vous de vous envoyer, par ambassade, mon Buch der Lieder?"" Da Liszt im folgenden Satz von seinen ""histoires de piano"" schreibt, wird es sich wohl um die Klavierfassung der Lieder handeln.",W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,"Liszt, Franz","Liszt, Franz",118573527,,,,"Sand, George","Sand, George",118605348,,,,Port Marly,Port Marly,4269960-5,,,,30.05.1844,,,,,,,30.05.1844,30.05.1844,30.05.1844,nach Edition,"La Mara 1905, S. 37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,"Liszt, Franz","Liszt, Franz",118573527,,,,"Kroll, Franz","Kroll, Franz",116552336,,,,Port Marly,Port Marly,4269960-5,,,,11.06.1844,,,,,,,11.06.1844,11.06.1844,11.06.1844,nach Edition,"La Mara 1893a, S. 48-49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,"Liszt, Franz","Liszt, Franz",118573527,,,,,,,,,,Port Marly,Port Marly,4269960-5,,,,11.06.1844,,,,,,,11.06.1844,11.06.1844,11.06.1844,nach Edition,"La Mara 1893a, S. 50",,x,Empfänger fehlt,Empfänger???,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,"Liszt, Franz","Liszt, Franz",118573527,,,,"Bassani, [...]","Bassani, [...]",RD,,,,Weimar,Weimar,4065105-8,,,,04.06.1880,,,,,,,04.06.1880,04.06.1880,04.06.1880,nach Edition,"La Mara 1893b, S. 293-294",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,"Liszt, Franz","Liszt, Franz",118573527,,,,"Beaulieu-Marconnay, [...]","Beaulieu-Marconnay, [...]",RD,,,,,,,,,,21.05.1855,,,,,,,21.05.1855,21.05.1855,21.05.1855,nach Edition,"La Mara 1893a, S. 198-199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,"Liszt, Franz","Liszt, Franz",118573527,,,,"[von Sachsen, Carl Alexander]","[von Sachsen, Carl Alexander]",119418134,,,,Cadix,Cadix,4086458-3,,,,01.01.1845,,,,,,,01.01.1845,01.01.1845,01.01.1845,nach Edition,"La Mara 1909a, S. 1-3",,,,Wie im Band 1898 Absänder/Empfänger manchmal nicht explizit geschrieben,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,"Liszt, Franz","Liszt, Franz",118573527,,,,"von Schober, Franz","von Schober, Franz",116849436,,,,Gibraltar,Gibraltar,4020965-9,,,,03.03.1845,,,,,,,03.03.1845,03.03.1845,03.03.1845,nach Edition,"La Mara 1893a, S. 50-52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,"Liszt, Franz","Liszt, Franz",118573527,,,,"Kroll, Franz","Kroll, Franz",116552336,,,,Weimar,Weimar,4065105-8,Glogau,Glogau,4093614-4,26.03.1845,,,,,,,26.03.1845,26.03.1845,26.03.1845,nach Edition,"La Mara 1893a, S. 52-54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,"Liszt, Franz","Liszt, Franz",118573527,,,,"Beauvau, Ludmilla","Beauvau, Ludmilla",RD,,,,[Paris],[Paris],4044660-8,Paris,Paris,4044660-8,[1866/04/12],,,,,,,[12.04.1866],1866-04-12,1866-04-12,zugeschrieben,"La Mara 1905, S. 178",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
